ARI,TB,BUF,DAL,TEN,SEA,NO,LA,CLE,NE,DEN,GB,BAL,MIN,LAC,KC,PIT,PHI,IND,CIN,CAR,LV,NYG,SF,WAS,JAX,CHI,ATL,MIA,NYJ,HOU,DET
0.18609532622919667,0.1226744696007151,0.12079058864104825,0.11909400371000767,0.09635526084304172,0.08288406682554635,0.08182353997290928,0.07433064836808734,0.06025768117828331,0.053309879040435604,0.04668948926882455,0.03868863249743278,0.03813150770130803,0.03391907050717169,0.024973634412000383,0.007332666666209665,0.0012619132307719223,-0.0037352195810751443,-0.009154595982585848,-0.014198445485129774,-0.015063349127541509,-0.024159848540747285,-0.03182535658781016,-0.03281714650800349,-0.08342632455731544,-0.09117325212745503,-0.11674327440027724,-0.12936683671260177,-0.138730783605361,-0.14251978522505732,-0.15101549232615194,-0.18681954278505825
