PHI,TEN,IND,CLE,JAX,BAL,CHI,TB,BUF,LAC,KC,GB,SEA,ARI,SF,NE,CAR,NO,PIT,WAS,DEN,DAL,MIN,NYJ,NYG,MIA,DET,CIN,LA,LV,HOU,ATL
0.16717895048250636,0.16501533493909062,0.13681806836210286,0.1358331118575575,0.09970070763152995,0.0993215967125046,0.09098466614977498,0.08809361339279292,0.08734491408447903,0.08604629739876232,0.07771822033064253,0.07243370315588656,0.06629775901442637,0.06476156154173153,0.05846964054973096,0.05385264034776538,0.0383793268421163,0.035354427444241616,0.029183685037759803,0.027739618383977017,0.016717423112110705,0.002760246670399799,-0.003033066739749346,-0.0077900641076243254,-0.01092256325896454,-0.023572815412633175,-0.026117799074085207,-0.0307482467856873,-0.040570889784240394,-0.08173973765109427,-0.08639618027752419,-0.10194452622867947
