DAL,LA,TB,ARI,KC,GB,MIN,SEA,BAL,DEN,CLE,LAC,IND,ATL,SF,LV,NYG,PIT,NE,NO,TEN,BUF,WAS,CIN,PHI,NYJ,MIA,JAX,DET,HOU,CAR,CHI
0.11773321643899787,0.10160962971565672,0.07649216929607501,0.07255308881212502,0.057574213933788566,0.030069779363087634,0.022964353695487605,0.01756957358180236,0.017134831817517127,0.015730759259986543,0.009415867915686802,0.000994707805873303,-0.008151051087261274,-0.009272275022456006,-0.009894590983723424,-0.012559609017075625,-0.01894774681796412,-0.02489655963685236,-0.029040415638120765,-0.029825505807642972,-0.035622314140670186,-0.052339870978096295,-0.05710780546977847,-0.05978569073013715,-0.06202311224605026,-0.07831943429422702,-0.08488334769544076,-0.09764981291709336,-0.12801455990098065,-0.13539914010472368,-0.19230617892702917,-0.19917874818437006
