BUF,IND,SEA,TB,NO,LV,WAS,CIN,PIT,BAL,CAR,DET,ARI,MIA,PHI,CLE,HOU,CHI,NE,TEN,JAX,DAL,DEN,LA,NYJ,SF,KC,MIN,LAC,ATL,GB,NYG
0.11164457814322143,0.0511886100081172,0.043226330530607704,0.03413321601210542,0.029046838356712276,0.018684708748836237,0.0016491595692540856,-0.009049465972571613,-0.010897897919840215,-0.026841364361232217,-0.031128738090189262,-0.032332679329156774,-0.03571508113010567,-0.03992817585474198,-0.05141072832616903,-0.05556585480113132,-0.05907065538119722,-0.05924004890232244,-0.059488002125378435,-0.05960729057713006,-0.06209600556949192,-0.06283615496690609,-0.06975586756303663,-0.07065891793684856,-0.07085382405791879,-0.09225276304653235,-0.09538111898656376,-0.11147872740487363,-0.11717956566895422,-0.11954048628735763,-0.12378239521666279,-0.14106376007682447
