WAS,BAL,DET,BUF,ARI,CIN,TB,GB,KC,SF,JAX,ATL,PIT,HOU,NYJ,PHI,LAC,MIN,LA,IND,NO,DEN,SEA,DAL,MIA,TEN,CHI,NYG,NE,LV,CAR,CLE
0.13710955433388708,0.12065220664517223,0.10752286818278517,0.10607893990435417,0.09880121461049658,0.08319418139942619,0.07388609005519894,0.06196504744724448,0.05720818762387931,0.04424677602914517,0.04341278070001605,0.0030432704462926737,0.001330279781704389,-0.0015043865985807702,-0.00344059954618201,-0.004080501882110538,-0.007630159892289582,-0.014526705811583218,-0.021452934592855695,-0.02956629721344935,-0.034580483970909695,-0.03537275652090929,-0.041493831135248266,-0.06767384042131411,-0.0721800594421327,-0.07938361595224702,-0.08933178070951647,-0.09048575649591706,-0.09357069826415107,-0.11368433044490867,-0.11767857771788975,-0.13991522531897968
