DET,BUF,BAL,MIN,PIT,KC,LAC,WAS,GB,PHI,SF,TB,DEN,ARI,HOU,CIN,IND,NYJ,CHI,NO,LA,SEA,JAX,ATL,TEN,MIA,CLE,NYG,DAL,NE,LV,CAR
0.199892956675391,0.12055959058811035,0.10250666600608768,0.10116745815198712,0.10034776037492191,0.0978906773837468,0.09087635865255243,0.08992263019531377,0.0840415967257596,0.06985736554120044,0.06941254639046161,0.06453809331670421,0.057441332790611505,0.049674139534759,0.04161966488703544,0.011432620533908686,-0.006201840056567636,-0.023874473766869013,-0.027976341818276143,-0.032568578992394646,-0.0362138878277833,-0.0368558692925773,-0.06416021258063925,-0.06459582541889412,-0.07480610702386767,-0.08609884684316328,-0.08683031215916871,-0.10171776809344671,-0.1029511330323937,-0.1432157975527528,-0.16396772322228592,-0.21496495614486272
