WAS,BAL,DET,ARI,CIN,BUF,TB,GB,PIT,KC,SF,ATL,JAX,HOU,LAC,NYJ,MIN,LA,SEA,IND,MIA,DEN,PHI,LV,DAL,NO,NYG,TEN,NE,CHI,CAR,CLE
0.1354946245566819,0.12533691842525435,0.12477492749323256,0.10289275822898022,0.09271793797248283,0.0658465986936693,0.05952083879354057,0.051126383465225335,0.03416616218064897,0.028997846705766543,0.024031600328862257,0.023713525481111823,0.014971060284903276,0.011197831863296114,-0.003317464049497655,-0.01278178958225751,-0.020989470939505296,-0.032353485294392526,-0.03452870561107215,-0.05653040600027585,-0.056673910212863596,-0.061809507181788334,-0.07973407879997974,-0.0866331874189635,-0.08945731206186315,-0.09884001128476777,-0.13808065382603518,-0.14314896120637152,-0.1518204589301146,-0.15385452541656364,-0.17005801820005237,-0.19401886317729833
