BUF,IND,LA,GB,SF,DAL,NE,SEA,DET,JAX,CHI,KC,BAL,PIT,CIN,WAS,DEN,NYG,HOU,TB,CAR,ARI,MIA,LAC,ATL,PHI,NYJ,TEN,MIN,NO,LV,CLE
0.10162750946032187,0.1004530572900465,0.09342852461509997,0.06490366552279705,0.06327900057207925,0.05896222450057811,0.04714708480788363,0.038300091878589085,0.03528407188394853,0.027224980297627148,0.019893897557349847,0.014412720950044467,0.011769477948444233,-0.000531608307342616,-0.0016579959958751972,-0.002813424237783309,-0.006487660831699937,-0.007959687772068864,-0.027942606293930937,-0.03021766069077303,-0.031484723855039684,-0.03291453351123522,-0.03596845295165037,-0.03877474715172896,-0.043934405811841756,-0.0440734712978031,-0.07733730275623246,-0.08791704724937954,-0.11834633322378602,-0.1469806895575491,-0.180954497872503,-0.21279586032324793
