LA,GB,SF,BUF,NE,SEA,IND,DAL,DET,JAX,KC,CHI,WAS,PIT,DEN,HOU,CIN,BAL,ARI,NYG,MIA,PHI,CAR,TB,LAC,ATL,NYJ,TEN,NO,MIN,LV,CLE
0.11750161562144494,0.10555534237830347,0.09436720918663999,0.09236808365378177,0.08274484645177578,0.07853127511670238,0.0780174160001651,0.07608229216317179,0.056169934894824164,0.01789940765725584,-0.01729406983626712,-0.020716917786194076,-0.028530388030089116,-0.028911365352727012,-0.03148277180586704,-0.03668292029590379,-0.039592894409092846,-0.05097063114535344,-0.05479674393904676,-0.05575345448388644,-0.059503802138598426,-0.06511314474152052,-0.06620642181418185,-0.07464200884002749,-0.07666331928173173,-0.08120169909426878,-0.0974041734879981,-0.14038244845635872,-0.18017781203038943,-0.18067501478747713,-0.18841024455879093,-0.3055542291617933
