HOU,MIN,SEA,CLE,PHI,JAX,LA,DEN,LAC,NE,BUF,NYG,ATL,CHI,DET,SF,NO,PIT,CAR,TB,KC,IND,BAL,LV,ARI,TEN,MIA,GB,WAS,CIN,NYJ,DAL
0.21540672581142978,0.19143422249249603,0.16639940948413165,0.14711736068750758,0.12471696887557362,0.11208735205304524,0.1028990911197392,0.0967365408614257,0.09548923684784667,0.08758341865167643,0.06423982142412088,0.0496399877881722,0.04419095777828276,0.04093856138934436,0.038913169550294384,0.03660263292339402,0.026301526261015607,0.023037710815112834,0.015999948999231753,0.00891887518160528,0.0073132992618389,0.007035273720851887,-0.002267432467478736,-0.009351479463529197,-0.028086122582323514,-0.0435810915437439,-0.04435344960022866,-0.054744788844521136,-0.059341803030623336,-0.06370926660732995,-0.1119138008968568,-0.12107453487091391
