KC,LA,TB,GB,DAL,NE,SF,LAC,BUF,ARI,CIN,MIN,DEN,LV,BAL,SEA,PHI,TEN,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.1490287198087273,0.11638636317315199,0.11148907048330772,0.10454107910522488,0.08438447940081079,0.08192991772016253,0.06278339334629443,0.062183542229364897,0.05523771979213961,0.04699309920984378,0.03723642081753103,0.027113095430545627,0.022105884014994366,0.014892516020715025,0.010187914385017338,0.004590409203589056,0.003863586076286939,-0.0013922177667402493,-0.005520650824390093,-0.021036760185526786,-0.030479292430624277,-0.03144940545222668,-0.051560113722163264,-0.0623918572502316,-0.07240696941457642,-0.07705798404153381,-0.07960121043573459,-0.10220389483708388,-0.1057341973188167,-0.11871578339382828,-0.1442874909111327,-0.14655661930009886
