BUF,NE,DAL,TB,LA,KC,ARI,GB,IND,CIN,SF,PHI,SEA,TEN,NO,DEN,LAC,MIN,BAL,PIT,CLE,LV,CAR,MIA,WAS,CHI,NYG,DET,ATL,HOU,NYJ,JAX
0.16170589648967698,0.14981671107376776,0.13239480789515393,0.10776158132737909,0.10740046804760903,0.106551229647262,0.0955762255546711,0.06604638354554376,0.05579824047426005,0.046993570985159466,0.042498392006970476,0.032173761119613974,0.029968825695413044,0.028091833740976978,0.020926579387360422,0.016322208034109588,0.004918794614219506,0.003806939532027191,-0.0031094141021522116,-0.018831454003326885,-0.020011069900212317,-0.045299706752485416,-0.05321339326260267,-0.054913957436035124,-0.05681666252910737,-0.0837933934065246,-0.11362150049488139,-0.11786243777137453,-0.1199118998747527,-0.13968244027450716,-0.14376264889463286,-0.16649528979633524
