IND,PHI,BUF,CLE,SEA,GB,KC,TB,NE,SF,TEN,ARI,BAL,NYJ,CAR,WAS,DAL,LAC,JAX,PIT,CHI,NYG,CIN,NO,DEN,LA,DET,MIN,LV,MIA,ATL,HOU
0.1606284092018636,0.14607651387742737,0.13649104258829683,0.11247769927821573,0.11127926372886283,0.09457432924932066,0.09299166038470948,0.09032348673476472,0.08842334426084489,0.07020412622814974,0.06923319974373676,0.06146265514860856,0.05917136267460872,0.056007804882927406,0.04810737349131878,0.044314094411277864,0.029504894945646433,0.024182264499028078,0.019360025013156458,0.010802354847185933,0.008938196867787317,-0.011103545201243084,-0.018893383816442733,-0.019909242097627372,-0.02029658610824909,-0.033942778247507396,-0.03782646626869432,-0.03786875031079402,-0.038473605178720144,-0.04889419450218402,-0.07062879566744235,-0.08556719950756564
