GB,LA,BUF,SEA,SF,IND,DAL,NE,DET,KC,PIT,JAX,PHI,DEN,ARI,HOU,WAS,CIN,MIA,NYG,CHI,LAC,NYJ,TB,BAL,CAR,ATL,TEN,MIN,LV,NO,CLE
0.11162836508716709,0.10438236948046534,0.10006579697432519,0.09833484473445481,0.08858384237393852,0.08779895134712332,0.07757440609412705,0.055687185773938136,0.05551761744839041,0.041703639356957894,-0.007612468309070003,-0.014215073923954144,-0.03936934708575502,-0.04610429319446245,-0.046924619829547994,-0.04870648238321798,-0.050309232632411514,-0.05778940010702633,-0.058795040017359856,-0.06269199359358477,-0.06324940230869786,-0.06662020120439031,-0.07432065873233777,-0.08165154583934277,-0.0863266354075162,-0.08908473311165052,-0.09929260163655992,-0.15036556742221888,-0.16345687629355796,-0.1807320916411963,-0.18858751779391494,-0.3023798734792807
