SEA,NO,CLE,GB,LA,DET,IND,BAL,LV,HOU,TB,KC,MIN,JAX,LAC,NE,SF,PIT,PHI,DEN,MIA,ARI,CHI,TEN,NYJ,WAS,CAR,ATL,CIN,DAL,BUF,NYG
0.08824943155433121,0.0633477990219575,0.05751466170108134,0.044186733764712896,0.04323706569288291,0.04221901540693397,0.019796822654224597,0.016536144028459626,0.011924655019031297,0.011678253691618939,0.007368649630817126,0.004472395057667625,0.0011978174747145943,-0.008722336898941349,-0.018364422310060087,-0.019346332486454575,-0.02343741477296627,-0.02351027595499091,-0.025562654786390172,-0.025935555651999675,-0.02598058703187198,-0.033871324213451515,-0.045213329590266145,-0.04808914151322807,-0.059773022858907926,-0.0635018536690617,-0.06530177171859027,-0.08020393862428644,-0.08924797700345537,-0.13868735691482711,-0.15219919765018203,-0.1951750753968061
