IND,BUF,LA,GB,DAL,KC,SF,DET,SEA,NE,JAX,PIT,CHI,WAS,NYG,DEN,BAL,ARI,MIA,CIN,TB,PHI,HOU,LAC,CAR,ATL,NYJ,TEN,MIN,NO,LV,CLE
0.11273948755452343,0.09780935034343655,0.09235675982976273,0.07506104872123931,0.06925958030849977,0.05619389384919274,0.05282970728452462,0.05048247163981115,0.035647056479961206,0.013704388325701158,0.010450553114908206,0.006510601109025807,-0.0051835145506608366,-0.013613365826531935,-0.018332894391795522,-0.020725358288657472,-0.02357979656987184,-0.02456299505440761,-0.02745949824637758,-0.029590702197759798,-0.030462881469320913,-0.031395373395725706,-0.03222698536928246,-0.0329013219377004,-0.04617048629783193,-0.05125055912576772,-0.0629257379995804,-0.09501571409344896,-0.10791952291285989,-0.15315064548005347,-0.1723274474505722,-0.21580924183883382
