DET,GB,BUF,BAL,PHI,MIN,LAC,PIT,WAS,KC,DEN,TB,HOU,SF,SEA,CIN,LA,CHI,ARI,IND,MIA,ATL,NO,NYJ,DAL,CLE,TEN,JAX,LV,NE,NYG,CAR
0.18507151939129385,0.1412796063686158,0.13901979321963534,0.12244583650406807,0.11447111709761593,0.09729379687408038,0.06902961165702312,0.06288197595427382,0.056242364136840375,0.054654767153015135,0.050703989579899245,0.04563855697612744,0.01613142121948999,0.012637327711808196,0.007603624963560242,-0.002307477680160361,-0.006898111234374112,-0.016796627636543625,-0.017459793821422022,-0.03443941878908882,-0.03561956263599228,-0.03958155728496489,-0.04370368937308203,-0.05894104548397447,-0.07339222717960428,-0.08307326922833919,-0.1065687526802388,-0.11033667494810379,-0.11376748227988567,-0.12034472302154967,-0.1404795046505482,-0.15677875182029669
