MIN,PHI,BAL,PIT,LV,DEN,BUF,CLE,MIA,LAC,HOU,IND,KC,DET,GB,WAS,SEA,TB,TEN,CHI,LA,NE,ATL,SF,NYG,NYJ,JAX,CIN,ARI,CAR,NO,DAL
0.08884258106054917,0.08480529432930167,0.058001082321345016,0.04930352747599766,0.022141638414848383,0.014492159971507448,0.0105666234427933,0.008843786202287124,0.004073904213909213,-0.0002839504463387488,-0.004952400781132862,-0.008134406486915755,-0.00929018899734542,-0.009725679931484786,-0.01065084580167329,-0.018251960217557556,-0.03911851452463667,-0.04014185241558617,-0.0477389544377421,-0.05318691031681963,-0.06300590990885596,-0.06441255081690543,-0.0695234298077085,-0.07149251507686413,-0.07672406820026428,-0.10608945181835104,-0.10844669115460162,-0.11239791080144539,-0.1296975957013361,-0.13793395283318657,-0.14228998081553296,-0.155424520654236
