BUF,PHI,BAL,WAS,KC,ARI,DET,TB,GB,JAX,CIN,NO,SF,CAR,IND,DEN,CLE,NE,CHI,LA,LAC,ATL,NYG,TEN,SEA,NYJ,PIT,MIN,HOU,DAL,MIA,LV
0.2079667490078711,0.15974869937948108,0.15675353158380073,0.14767139877247634,0.10365671495660896,0.09853153597521958,0.09758644774896005,0.08471132744369847,0.07601930477766049,0.058300963446819065,0.05794507634694106,0.05755512397972566,0.05685996791175208,0.04423053323796696,0.04257127181890348,0.032951075381166185,0.03229908529719731,0.026583552891311264,0.025578439364010337,0.012461206505992875,0.010354895469315256,0.005630682204932264,-0.005601878353243855,-0.009051788086420404,-0.009337025478293237,-0.012430972038741842,-0.02278812594930968,-0.026911075490867763,-0.04102225449936421,-0.07710368032559975,-0.1156263517909607,-0.19236736324250597
