DET,BAL,GB,BUF,WAS,CIN,TB,MIN,KC,PIT,ARI,MIA,LAC,LA,ATL,HOU,DEN,SF,NYJ,PHI,JAX,SEA,DAL,CHI,IND,NO,LV,CAR,NE,TEN,NYG,CLE
0.13951196256275253,0.13658373409674746,0.09434133902112136,0.08699805022837631,0.07178340385698566,0.07003558562629739,0.05160846660225113,0.031375181031696286,0.02702213156921037,0.026235293818045693,0.009562130746578773,0.0014528125351056242,-0.004655556762065097,-0.007486267502944108,-0.013487005757413777,-0.031390645768990685,-0.034014533757964344,-0.03579775862432046,-0.037417791919224105,-0.041629250243407,-0.041654633213142396,-0.058960862356736296,-0.07453180444102854,-0.08514817167319902,-0.11233410733237381,-0.1264823050298834,-0.1328229274973438,-0.13938894534983087,-0.15805689304966292,-0.1689427299211175,-0.19051319481822993,-0.2151805426800681
