KC,BUF,CIN,MIA,DET,SEA,MIN,SF,PHI,BAL,JAX,LV,NYG,DAL,TEN,TB,CLE,GB,NO,ATL,WAS,NE,PIT,LAC,ARI,NYJ,DEN,IND,CHI,CAR,LA,HOU
0.17427570178823729,0.14149154947700726,0.10543895190751694,0.09262308252910664,0.08802558619049074,0.0699603205191608,0.05659159794927282,0.04876543743812942,0.04572514004468472,0.04185896487959707,0.04069294787546291,0.034407208456545046,0.03183327225841047,0.024996192639370782,0.02134865217797467,0.012343475767806929,0.011513574406979832,-0.009396458016091715,-0.01706051608693883,-0.02511482757217919,-0.03413342799349568,-0.049796719861349786,-0.05078013329639864,-0.05238665974545779,-0.053175642888306514,-0.058022188240884565,-0.07782284500396529,-0.07899995936392237,-0.07967751290460458,-0.1243628509702319,-0.13246818115211514,-0.158868057457267
