DAL,NYJ,SF,NE,PHI,BUF,DEN,CAR,CIN,DET,TB,IND,LAC,GB,CLE,HOU,TEN,NO,WAS,MIN,BAL,LV,ARI,MIA,PIT,NYG,LA,JAX,KC,SEA,ATL,CHI
0.1325009996649135,0.08749196360562014,0.07694679357746476,0.07494509976917224,0.0586370571881209,0.04953567790350528,0.0467761045144027,0.02634518300859666,0.020081309513974,0.015518370309892789,0.012860876086629638,0.012670278257224055,0.012542803096891406,0.004276662635224679,0.002622130535160742,0.00022314830212355388,-0.006564261477503828,-0.015721648559398893,-0.016072569598717883,-0.016592563599759583,-0.02497034641968191,-0.028272388536218218,-0.03566461236030868,-0.04153327632561125,-0.04417011051934096,-0.04712790326121119,-0.05574531331604747,-0.05603105163108045,-0.059634780022263884,-0.06950071133163888,-0.093403890555324,-0.12619279562178637
