PHI,CHI,BAL,KC,CLE,ATL,GB,LV,NYJ,NYG,DAL,CAR,BUF,PIT,ARI,SEA,CIN,LAC,JAX,MIN,WAS,NE,LA,SF,NO,DET,HOU,MIA,TEN,DEN,IND,TB
0.16366376415726414,0.14356081380758798,0.13748229223449526,0.1258817298661341,0.11416860325234784,0.09953180394580369,0.07050808643260222,0.06762426522157632,0.0645251313679047,0.06364828386108257,0.06276952242398687,0.05306219672105348,0.052141404581880935,0.04278515511267717,0.041193275798248385,0.03744287233440449,0.013329043134370326,0.006836513320616716,0.004135485037406572,-0.0021200022052927647,-0.0028412950304105428,-0.021612294534184902,-0.02495970160358227,-0.026115779110114652,-0.035518760711808595,-0.040331339091378204,-0.048916191812562376,-0.05571986239501254,-0.06711211441983966,-0.07206887193864744,-0.10520529633634404,-0.16393715065358372
