KC,BUF,PHI,BAL,CIN,SEA,MIA,CLE,LV,DET,NYG,MIN,DAL,JAX,ATL,CHI,SF,GB,TEN,NYJ,PIT,ARI,NO,WAS,TB,LAC,NE,CAR,DEN,IND,LA,HOU
0.1591070841748907,0.10789533990691358,0.08563151050247955,0.07436767493600965,0.07420533355042172,0.05893881717073387,0.04957117489129771,0.04507024833471805,0.043366393076626736,0.0407009064657263,0.0396367886963111,0.03829441249718303,0.03597837452431499,0.02560451430252517,0.021059155877065264,0.02005208851859404,0.017054070768725546,0.015262944673840696,-0.01661060050974207,-0.021253982379826647,-0.022423811478055222,-0.02491663774629807,-0.025165552359580665,-0.025235280783412594,-0.03147287992274929,-0.03415657473872485,-0.043090644686081425,-0.06638120523722539,-0.0783938720629136,-0.08833250034336991,-0.10028878360982807,-0.12816608013557249
