KC,NO,LA,ATL,LAC,NE,SEA,PHI,HOU,NYG,IND,PIT,TB,GB,CHI,TEN,CAR,CIN,DET,SF,LV,BAL,MIN,DAL,CLE,NYJ,DEN,MIA,WAS,JAX,BUF,ARI
0.20666627727275716,0.15505992220781148,0.1214403510122986,0.06915088457858673,0.06416505929261826,0.05960358704855272,0.050587173263904106,0.04823862897045473,0.04741167627202074,0.042418960211098214,0.042250995911975384,0.04199866586524538,0.02103424525162327,0.0016129553963040218,0.0004886520035195657,-0.005017006099000145,-0.009155479436496482,-0.009367767330199657,-0.017756858621983427,-0.019449060789029537,-0.023103319519392315,-0.027696439882436568,-0.043921680364844756,-0.05306694492083591,-0.08808809531784172,-0.08859853633516597,-0.08918958638349872,-0.09369091984496841,-0.10918095008296276,-0.12467290948277632,-0.20714602804019794,-0.26895537516445434
