GB,LA,KC,CAR,SEA,NYG,LAC,DAL,NE,WAS,NO,TEN,DEN,CHI,IND,PIT,PHI,BUF,CLE,DET,BAL,CIN,HOU,MIA,JAX,ATL,LV,TB,SF,ARI,NYJ,MIN
0.16473130345759968,0.15310980493886758,0.1525636499694765,0.15143080832543526,0.11761974078834903,0.10616023481363654,0.08911199279634316,0.08540705133323097,0.08486744166259533,0.07747120548587404,0.07593265450192707,0.07330372686423259,0.07253190957499336,0.06355453079082538,0.0633753453962779,0.04880370139861377,0.045205601224709416,0.04281228922318801,0.04198455599760097,0.036007423519881065,0.034887929075232874,0.020952313124343994,0.020766711921299724,0.019979823216958265,0.014789289166730418,0.003119218713724628,-0.0031237135036196184,-0.004141768555884384,-0.01581877784729424,-0.07171000112391632,-0.09391167366899225,-0.1046595376482848
