Player,POS,GP,Total EPA,EPA per Game,EPA per Play,Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
George Kittle,TE,8,32.22326215770547,4.027907769713184,0.7323468672205788,0.0,0.0,0.0,0.6415917936123839,0.6415917936123839,31.581670364093085,0.9869271988779089,0.7344574503277461
Travis Kelce,TE,8,31.944411481216363,3.9930514351520454,0.4436723816835606,0.0,0.0,0.0,0.0,0.0,31.944411481216363,0.5604282716002871,0.4436723816835606
Mark Andrews,TE,8,29.585693886295903,3.698211735786988,0.528315962255284,0.0,0.0,0.0,-1.5645663236599399,-1.5645663236599399,31.150260209955842,0.7597624441452644,0.5663683674537426
Sam LaPorta,TE,8,21.656505335568706,2.7070631669460883,0.3670594124672662,0.0,0.0,0.0,0.0,0.0,21.656505335568706,0.5036396589667141,0.3670594124672662
Dalton Schultz,TE,8,16.10320323481539,2.0129004043519236,0.3220640646963078,0.0,0.0,0.0,0.0,0.0,16.10320323481539,0.48797585560046636,0.3220640646963078
Cole Kmet,TE,8,16.025733617218382,2.0032167021522977,0.3081871849465073,0.0,0.0,0.0,0.02202967668637945,0.011014838343189726,16.003703940532002,0.39033424245200005,0.32007407881064004
Jake Ferguson,TE,8,15.351231876102098,1.9189039845127622,0.35700539246749063,0.0,0.0,0.0,0.0,0.0,15.351231876102098,0.47972599612819056,0.35700539246749063
Dallas Goedert,TE,9,14.448800360335948,1.6054222622595498,0.27786154539107594,0.0,0.0,0.0,0.0,0.0,14.448800360335948,0.38023158842989335,0.27786154539107594
Pharaoh Brown,TE,4,12.999921490801018,3.2499803727002545,1.8571316415430026,0.0,0.0,0.0,0.0,0.0,12.999921490801018,1.8571316415430026,1.8571316415430026
T.J. Hockenson,TE,9,12.883118292129591,1.431457588014399,0.1610389786516199,0.0,0.0,0.0,0.0,0.0,12.883118292129591,0.21471863820215986,0.1610389786516199
Hunter Henry,TE,9,12.686156049272475,1.4095728943636083,0.31715390123181186,0.0,0.0,0.0,0.0,0.0,12.686156049272475,0.4698576314545361,0.31715390123181186
Andrew Ogletree,TE,7,12.616526470047102,1.8023609242924432,0.7421486158851236,0.0,0.0,0.0,0.0,0.0,12.616526470047102,1.401836274449678,0.7421486158851236
Noah Fant,TE,7,11.864140616143509,1.694877230877644,0.6978906244790299,0.0,0.0,0.0,0.0,0.0,11.864140616143509,0.847438615438822,0.6978906244790299
Durham Smythe,TE,7,10.098068721824115,1.4425812459748735,0.45900312371927793,0.0,0.0,0.0,0.0,0.0,10.098068721824115,0.5940040424602421,0.45900312371927793
Jonnu Smith,TE,8,9.791373295162273,1.2239216618952842,0.22253121125368802,-1.0041961297473452,0.0,-1.0041961297473452,-0.3444671413285719,-0.3444671413285719,11.14003656623819,0.3276481343011233,0.2652389658628141
