Name,GP,Total Adj EPA,Adj EPA Per Rush,Adj EPA Per Reception,Adj EPA Per Touch,Adj EPA Per Play
J.Waddle,18,82.33460263900209,0.9602651295629806,1.4848386336709174,1.459249682251018,0.05864287937250861
T.Kelce,20,89.26119089919527,0.2514270244575333,1.0120395247982479,1.0010954600451438,0.05489618136481874
S.Diggs,18,79.99275489423016,-1.289540824048769,1.0888873933722327,1.0690671582270577,0.05441684006410215
J.Jefferson,18,77.64486526317494,0.5456334306214886,1.1117596778442937,1.095468275046515,0.05058297411281755
A.St. Brown,16,62.528816347032105,0.5288963103159356,0.9871263829032156,0.9512648989616024,0.04824754347764823
C.Lamb,19,70.35565358068162,0.11383089420872149,1.0848839023079584,0.9972700970659221,0.044670256241702615
D.Goedert,15,54.475772119786605,0.0,0.8867645009024627,0.8867645009024627,0.04368546280656504
D.Smith,20,67.42621876946347,0.0,1.0051473863878615,1.0051473863878615,0.04003932230965764
T.Higgins,17,55.71426728699859,0.0,1.1530682641481032,1.1530682641481032,0.03907031366549691
J.Jeudy,15,49.20818126220174,0.36881540746382474,1.1925228011495872,1.1461167508010937,0.03902314136574286
A.Cooper,17,54.3163184636128,0.0,1.4579588633746903,1.4579588633746903,0.03835898196582825
G.Kittle,18,49.62887654003861,-0.05096740585408651,1.1501189623270769,1.1332022529160748,0.035807270230908086
J.Smith-Schuster,19,54.1186412457565,0.0,0.923533462666482,0.923533462666482,0.034982961374115384
T.McLaurin,17,50.40363279454511,0.16030029788774322,1.2622252966804253,1.170398213447702,0.0349055628771088
J.Meyers,14,37.6836810893142,0.5196409820536464,0.9722278176925782,0.9591093586885511,0.03489229730492056
J.Chase,15,43.6174274800169,-1.0056677690524345,1.0780794191615082,0.9674379755395289,0.03469962408911448
G.Pickens,17,47.68037960300315,0.7070546106289258,1.37177721641738,1.3355196197380097,0.033815872058867484
C.Watson,14,36.35911473504427,0.9351148524854546,1.3909928161654652,1.324510613128797,0.03344904759433696
T.Hill,19,85.0261209891541,0.19156294088638995,1.0494874356546904,0.674145469193559,0.031328710755030985
B.Aiyuk,20,47.880725926881006,0.7544073853210997,0.9883955962756191,0.9829540099743513,0.030771674760206303
Z.Jones,18,40.98315864644332,0.12530748293766505,0.9203601171311064,0.8882367783758158,0.027879699759485253
T.Lockett,17,37.795985442827494,0.0,1.0127370422324427,1.0127370422324427,0.027873145606804938
D.Slayton,15,33.33684918534072,-0.3402023108975276,1.2551215414821513,1.224442236628696,0.027415172027418354
C.Kupp,9,18.69107611182558,0.1690532975297848,0.8264981637860891,0.7560576424014851,0.0268164650097928
M.Hollins,17,33.737653445194105,0.5425848386549391,1.2840374158402283,1.235417574713324,0.02489863722892554
E.Engram,19,38.03734065661818,0.23037881415344333,0.8257844787754341,0.8120969922324,0.024877266616493247
T.Boyd,19,37.61834303673969,0.0,1.2059072264394781,1.2059072264394781,0.02379401836605926
G.Wilson,17,32.62402362491246,-0.5592356708385985,1.1121327086719985,1.0343946445087149,0.02365774011958844
D.Adams,17,31.403581931996094,-1.2739895187659678,1.2971085149506778,1.2222221644540763,0.023176075226565382
C.Godwin,16,31.096922675076797,-0.4962584205630043,0.6376925362137952,0.6086168706554157,0.022133041049876723
N.Chubb,17,31.007784791716166,0.07526246738579781,0.5278773751292289,0.11229459620116945,0.021898153101494466
Br.Hall,7,12.739998070261413,0.1778221632583538,0.5193534049254135,0.24336856317425412,0.02174061104140173
M.Evans,16,29.63314811840656,0.0,1.2403497159657209,1.2403497159657209,0.02088312059084324
A.Brown,20,59.421763987837544,0.0,1.2560484731485508,1.2560484731485508,0.020266631646602164
C.Kirk,19,30.98059603270109,0.08673264975395205,1.011194038228088,0.9583676731724231,0.020261998713342767
R.James,16,25.587387789881454,-0.26389767567252476,0.7226594083625315,0.694472063104387,0.019697758113842535
M.Andrews,16,24.270377567829524,0.6619644702325304,0.9610258435436493,0.9464374838699362,0.019684004515676822
C.Sutton,15,24.32004675325451,0.16723191568044385,1.0446531459179198,1.0311543577604203,0.019597136787473417
J.Dobbins,9,13.003816008348277,0.08209875042812251,0.5601141586105136,0.12742779775576304,0.01955461053886959
D.Njoku,14,22.62265519559756,-1.2105787519978568,0.8536178820497523,0.7848113275814986,0.019319090687956925
H.Hurst,16,24.91652421700513,0.0,0.6753645314511493,0.6753645314511493,0.018847597743574227
C.Olave,15,21.503136543202743,0.0,1.0918966336475577,1.0918966336475577,0.018617434236539172
K.Raymond,16,23.252487345048376,0.30962460784973456,0.7823983525280138,0.7211128671067554,0.017749990339731583
M.Pittman,16,23.296137723227993,0.5109945629931494,0.6945805471861554,0.6891809594157727,0.017398161107713212
K.Osborn,18,26.260157966603323,1.035624624071796,0.9886714528857179,0.9908385223250753,0.017107594766516823
T.Allgeier,16,19.7491651827267,0.06036984073144068,0.4915725880862336,0.09076298591944369,0.01640296111522151
D.Knox,17,22.84641533715741,0.0,0.9031821576815944,0.9031821576815944,0.016307220083624133
M.Valdes-Scantling,20,26.04874556844475,-0.9967365420014324,1.404308860779187,1.3562879527235745,0.016020138725980782
C.Samuel,17,22.97828749736943,-0.08373595375368358,0.8408419791999142,0.4963913767270053,0.015912941480172735
J.Warren,16,20.36984105331947,0.11975513805600987,0.5545663057533123,0.23570478277529053,0.0153271941710455
C.Edwards-Helaire,10,12.752271577710784,0.03490809237574133,1.0082208282982212,0.22293441636076583,0.015073607065851992
A.Pierce,16,19.54051288055849,0.0,1.407403082826767,1.407403082826767,0.014593362868228895
D.Metcalf,18,21.01334697044422,0.0,0.8269961726094741,0.8269961726094741,0.014532051846780235
J.Palmer,17,21.00591388761271,0.7308334084918655,0.8533689831265657,0.8517351754647697,0.014427138659074664
G.Dortch,11,13.438600129733988,0.28923594958152893,0.4454139793643354,0.4268843826104431,0.014027766314962409
M.Williams,13,31.308336054490248,0.0,1.0605963023170701,1.0605963023170701,0.013945806705786302
D.Moore,17,17.258001916971395,0.18266056250976617,1.2827532481865214,1.1320556200116232,0.013440811461815728
D.Peoples-Jones,17,18.674939894016727,-0.35663975777832757,1.0358984145063903,1.0134381214050239,0.0131885168743056
G.Davis,17,18.100948886089036,0.0,1.4891162910628641,1.4891162910628641,0.01305984768116092
D.Hopkins,9,9.431988933108002,0.0,0.6943856608929949,0.6943856608929949,0.012233448681073933
K.Gainwell,20,20.27080347594702,0.2490908710538013,0.19558525113646785,0.235253210730353,0.012037294225621746
K.Allen,11,20.733694545223134,-0.7917136898124418,0.8438148975039004,0.6988946429315663,0.011902235674640146
C.Kmet,17,14.237748057800214,0.5557277408153118,0.8708078035923691,0.8586893396394053,0.011105887720592992
D.Swift,14,12.271372663184836,0.04524032354964127,0.4502803419901354,0.1766046538546664,0.010680045833929362
I.McKenzie,16,13.577273817993127,0.18720117278041626,0.9463486441898751,0.8057657791140493,0.010380178759933583
A.Thielen,18,15.093513984658312,-0.1570656858242421,0.806943286273807,0.7939161380022117,0.00983290813332789
C.McCaffrey,20,24.756682182815332,0.014186298253151765,0.486400153286301,0.13378092994562035,0.008924542964244893
R.Gage,14,10.52815939415025,0.0,0.6784575751748447,0.6784575751748447,0.008715363736879346
P.Freiermuth,15,10.800744279432326,0.0,0.846576881571702,0.846576881571702,0.008654442531596414
D.London,17,11.17702527465679,0.0,0.816689566296007,0.816689566296007,0.008597711749735993
R.Woods,17,10.001797091598913,0.0,0.9352826497641418,0.9352826497641418,0.007717436027468297
G.Everett,16,10.15335444855107,-0.5649761251328429,0.8102875662922205,0.7891296633472196,0.007336238763403952
D.Carter,17,9.975900173566972,-1.5541724404165602,0.8534244895526987,0.7571206123539282,0.006809488173083257
A.Lazard,15,7.716444259670297,-2.0097414219494016,1.2395183957181233,1.1347035628901387,0.00658961935070051
J.McKinnon,20,10.327942112970556,-0.1314966662972053,0.6555107593618624,0.1843418400528153,0.006351747916956061
Z.Ertz,10,5.449103512424195,0.0,0.6897787833536964,0.6897787833536964,0.006213344940050393
I.Pacheco,20,9.53133830161828,-0.0017069890552695278,0.5854441255419164,0.047655272791396544,0.005861831673811981
D.Robinson,17,7.693657870370159,0.0,0.7397361869274373,0.7397361869274373,0.005793417071061867
T.Hockenson,18,16.049266603982826,0.0,0.8164639996331561,0.8164639996331561,0.005623429083385713
A.Jones,17,7.3554736466591715,0.052351732507101886,0.08612983013408754,0.059678599271778925,0.005563898371149146
E.Mitchell,7,2.976629653784057,0.013617964890417535,0.6786295766533679,0.05916670542212645,0.005363296673484788
C.Otton,15,6.771768826380855,0.0,0.6337910604775839,0.6337910604775839,0.005122366737050571
D.Schultz,17,6.884046105210028,0.0,0.7794176298761185,0.7794176298761185,0.00486849088062944
T.Pollard,18,7.124966303027315,0.005495414817605756,0.5169852532107728,0.0927262399699288,0.004801190231150482
J.Cook,18,6.636973347699235,0.025232082140546903,0.7006905831819065,0.1369220705017166,0.004514947855577711
C.Moore,16,11.317663474692907,0.9732770845743655,0.7056253863093861,0.7308755465230634,0.004415787543774056
T.Higbee,16,5.230443210953999,0.0,0.616567225922561,0.616567225922561,0.004304891531649382
C.Huntley,12,3.483494027517958,0.055933176944432624,-0.3837137101294607,0.04466017983997382,0.0039052623626882935
C.Hubbard,12,3.4824908283321063,0.021629656840569875,0.27155971865336104,0.053730765697258646,0.0038867085137635113
J.Mixon,17,5.388948999581971,-0.026391557389990328,0.335408260876312,0.05121849826334896,0.003813835102322697
T.Etienne,19,4.558940715269655,-0.014352127682696014,0.37131820984518843,0.037513883226226376,0.0029816486038388846
G.Edwards,10,2.1768527364393906,0.018838220577770806,1.358043862962761,0.032230277001620705,0.0027801439801269355
A.Ekeler,18,4.035773221958605,-0.01413018175779894,0.20324301433656783,0.058549813255348235,0.002612150952724016
R.Tonyan,17,3.4150677163728616,0.0,0.48891785009090627,0.48891785009090627,0.002583258484397021
B.Cooks,13,2.5332774268083256,-0.24012803117296067,0.9400471834519872,0.9000412439731753,0.002520674056525697
T.Conklin,17,3.289121115967147,0.6359009323476568,0.6995420429224194,0.6974206725699273,0.0023851494677064157
