WAS,IND,NO,LA,SF,NE,BUF,CIN,SEA,TEN,ARI,TB,MIA,LV,DAL,BAL,MIN,NYG,NYJ,CAR,ATL,PIT,JAX,KC,CHI,GB,HOU,LAC,DEN,PHI,DET,CLE
0.0937053324859726,0.064680709556477,0.06468058270366726,0.06218168548463691,0.055750703890287294,0.038215727517364316,0.030609223318247412,0.02325828680564843,0.01181995956087678,0.011603880270393802,0.009462412842371046,0.0013298024318433438,0.0007519697426065894,-0.006176614119294932,-0.010388090349160958,-0.017105841156847962,-0.02292711081661298,-0.024159887938463492,-0.03129228413126891,-0.0323319912354519,-0.04472957023572578,-0.046696379087046186,-0.051837033135888125,-0.06269364373614426,-0.06779929373350564,-0.06795288953111439,-0.07147495219855263,-0.07732152823695902,-0.0781479845820739,-0.09956116543853488,-0.14137883828230025,-0.15725968992776956
