CLE,BUF,SF,DAL,JAX,DET,KC,BAL,SEA,TB,MIA,PHI,HOU,LAC,IND,GB,NO,TEN,LA,NYJ,MIN,CIN,PIT,ATL,ARI,LV,NYG,CAR,WAS,DEN,CHI,NE
0.15980525356341843,0.14844995879885595,0.1465486799976014,0.14483654849328909,0.0967060151913483,0.09538611959248998,0.09438901461310618,0.07239231817685511,0.056768664430866575,0.05136534273407852,0.04907151339744073,0.04886174223698499,0.04015305800205256,0.027352418634324124,0.004086788510157174,0.001653437525649705,-0.009415231011953532,-0.009497989707624402,-0.01361108252520335,-0.025742753568049344,-0.03535731531823115,-0.05058082524900679,-0.0524893515987994,-0.05611835421305639,-0.06719882593838605,-0.07937420411961929,-0.08135553244570709,-0.09206117131217767,-0.13802259553450744,-0.15158425037894435,-0.1525838425221084,-0.16841995064075083
