BAL,CLE,SF,NO,NYJ,DAL,KC,JAX,LV,BUF,NYG,PIT,MIN,LA,TB,CHI,DET,CIN,NE,IND,CAR,MIA,PHI,DEN,LAC,GB,ATL,SEA,HOU,ARI,TEN,WAS
0.14453410120796698,0.12198982743084226,0.07662898724820177,0.07559548189677182,0.05767844225533447,0.05092770872184873,0.045635899704571006,0.024304130000343812,0.021539923890707927,0.014164387814021732,0.012617295428961027,0.0037762100604450954,-0.009386516260192327,-0.01823942254874869,-0.024067912453283644,-0.026537060844483314,-0.03353819951550019,-0.03560237271800304,-0.04003623505719449,-0.04074172364632196,-0.042511689851523086,-0.044711144201269926,-0.046706850568689395,-0.056900756899787686,-0.058235981886476655,-0.05995501231290047,-0.06050442328122955,-0.061676540110410634,-0.0748221954584724,-0.10004231851335386,-0.12062821906897843,-0.1438241250789015
