IND,BUF,PHI,CLE,SEA,GB,NE,KC,TB,TEN,SF,ARI,BAL,NYJ,CAR,WAS,DAL,LAC,JAX,PIT,CHI,NYG,CIN,DEN,NO,LV,DET,MIN,LA,MIA,ATL,HOU
0.15833531256330868,0.15533563657223354,0.14359776965288124,0.11153450606110817,0.10234101068287783,0.09889164073080622,0.08878165052899543,0.0850517112298828,0.08130574421063924,0.06717122415073391,0.06652254000372368,0.06277403901742673,0.059811831489801216,0.052659368642525725,0.04636995200076623,0.04591039598026494,0.029745948618491704,0.023051936936712827,0.015557169723088841,0.013945433609463258,0.010359877014288206,-0.009965089347006711,-0.018117086545947764,-0.01999264955363876,-0.02074526941160075,-0.023409214482494112,-0.0363014747451756,-0.036840192713134184,-0.04761113343651115,-0.0530581943648773,-0.07326063069144687,-0.08676751006544599
