NO,BAL,LV,ARI,CAR,LA,BUF,WAS,TB,SEA,SF,PHI,CIN,IND,HOU,MIA,TEN,DEN,DAL,CHI,NE,NYJ,PIT,KC,DET,ATL,JAX,NYG,CLE,MIN,LAC,GB
0.06627921757889163,0.04351038175500335,0.03679296105793996,0.03671835590760594,0.026274322149196047,0.02119891517745185,0.011078194332522537,0.003165661341441549,0.0005991165197412329,-0.003168595736998625,-0.01587698226027444,-0.02231591061874927,-0.022890292014539668,-0.025715984466241314,-0.02762701963699327,-0.03424181430919144,-0.044997597865078585,-0.04908348065819569,-0.0525175583648225,-0.05519740481375087,-0.061489262526004895,-0.06365247293677517,-0.06430240517133,-0.06465947512696056,-0.0657827452983181,-0.06849469630086154,-0.07191740677281837,-0.0850090736915758,-0.09119114531132665,-0.0952299550708797,-0.12665730879095596,-0.13638314939077173
