KC,LA,TB,GB,NE,DAL,BUF,SF,LAC,CIN,MIN,ARI,DEN,LV,BAL,SEA,TEN,PHI,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.1633505094336375,0.12658504208738913,0.11866124007306242,0.10582233897424266,0.07701162414926535,0.06841332269568717,0.06595680704957504,0.06438156818393602,0.05923658154021798,0.051186653290682,0.02761504991422225,0.024571944624052985,0.02123921003379032,0.016091960855483343,0.008987826340149612,0.0062908748301908225,0.0008474132666853487,-0.006592829802313371,-0.008875298180481713,-0.022930186582727857,-0.03425765514784323,-0.03481944101047871,-0.05348839616327308,-0.06603300608656859,-0.0782853810085808,-0.07921357150848359,-0.08293536884347705,-0.1019179264161266,-0.1066245491062314,-0.12011390642072192,-0.14584331270395007,-0.14981370834681632
