BAL,MIA,DET,TEN,TB,PHI,CAR,PIT,LV,NYJ,BUF,NYG,WAS,LAC,NO,CHI,NE,ATL,DEN,GB,DAL,JAX,CIN,IND,KC,SEA,LA,MIN,CLE,SF,ARI
0.15434552049657402,0.12718838038956592,0.08594893130861188,0.07433914055245819,0.07268051218304897,0.059689436248122715,0.05034255881984578,0.03644790297071417,0.02137754287637412,0.019983836353584604,0.016685022167131858,0.014004504545716737,0.012568704851965871,-0.00029495174041422635,-0.0081565950388609,-0.009342042029929219,-0.021265405415262353,-0.022444554185900183,-0.025631432975242566,-0.030949755530509805,-0.037233428989147964,-0.04509578861034615,-0.04524254906246546,-0.0525370462632654,-0.07211231676026558,-0.07302515352685468,-0.08737452599071772,-0.09283919360041203,-0.10292669458945401,-0.10988226756763864,-0.13685192511306454
