BAL,LV,PHI,TEN,IND,LA,TB,NYG,MIA,DEN,PIT,GB,WAS,NO,NYJ,NE,JAX,CAR,MIN,DET,SF,DAL,BUF,KC,SEA,CHI,LAC,ATL,CIN,CLE,ARI
0.15265209605462057,0.1314101906375082,0.11322967113810742,0.11276499129616363,0.09462074984966488,0.08174285112325767,0.08123692231901129,0.07085223005210808,0.06626821938694144,0.043515337123739464,0.04210711912166684,0.03396683553088047,0.029472243591025377,0.02590780554467761,0.02367260432369326,0.01570352657241704,0.014399633218889686,0.006148969322495014,0.002290877853878562,0.00034027901467086064,-0.02725077282546326,-0.02739464847792754,-0.02892588098996668,-0.03875551458188278,-0.05427471450849963,-0.0857131451220906,-0.10049372769109506,-0.11557978072322392,-0.1266383249227087,-0.1671017234942152,-0.17717591242048972
