LA,IND,LV,MIN,SF,DEN,GB,JAX,NYG,PHI,TEN,NE,NO,KC,SEA,WAS,DAL,TB,PIT,NYJ,BAL,ARI,CAR,BUF,MIA,CLE,CHI,CIN,DET,ATL,LAC
0.1691173771139754,0.14715779611293028,0.11003264776113408,0.09513007145429059,0.08263149474217538,0.06914677009898203,0.06491659106139028,0.05949542182923584,0.05684772550639135,0.05354023488998471,0.03842585074370544,0.03696893198767939,0.03406440058353851,0.0333568021783828,0.018750439018355047,0.016903538739059504,0.009838780511220425,0.008556410135962323,0.0056592161509526695,0.0036887679701086556,-0.001693424441953445,-0.04032398730742518,-0.04419358949735076,-0.04561090315709854,-0.06092016100262448,-0.06417502890476119,-0.07637110309216139,-0.08139577586024324,-0.08560865229394102,-0.09313522653732373,-0.10019877595068083
