BAL,LAC,TEN,PIT,LV,MIA,NYG,CIN,GB,NE,BUF,PHI,NYJ,DEN,CAR,JAX,TB,DET,ATL,KC,CHI,MIN,WAS,NO,LA,SEA,CLE,DAL,ARI,IND,SF
0.1456012448616271,0.06028714842138122,0.05719420434788078,0.017207529101806396,-0.003161987437543229,-0.005750526218160579,-0.01309702862466769,-0.02680444796688275,-0.03374770590794096,-0.042745142950305265,-0.051806637308382725,-0.05249779790638193,-0.07695739489875382,-0.08011712869899722,-0.08367866312445392,-0.08995420807297416,-0.09129035606417976,-0.09148488175491971,-0.09526734835665394,-0.09894895478128934,-0.10104975955713984,-0.12038382465294467,-0.12622745739671848,-0.14494721864463772,-0.1580409218157672,-0.1702652991776894,-0.17366075658074895,-0.19523748774259414,-0.20213649000346376,-0.20475716345316408,-0.22831278880412925
