IND,LA,LV,NYG,SF,MIN,GB,NE,TEN,JAX,DEN,KC,WAS,NO,PHI,SEA,TB,NYJ,PIT,ARI,DAL,BAL,BUF,MIA,CAR,LAC,ATL,CLE,CHI,DET,CIN
0.14826050658437745,0.12915315263775284,0.10627436326650529,0.09579493028053859,0.07575057272060495,0.04938057949496269,0.04851707414019853,0.04105899445446674,0.02087200310512466,0.019843501719139164,0.0167462065839227,0.01345033353099917,0.0012619460497303864,-0.0014519424473226974,-0.018661156733216694,-0.037982039726160606,-0.038703048474589385,-0.040353891029791235,-0.04967338283836391,-0.05439009787787483,-0.06284712642119035,-0.06342191208856372,-0.08071270699889244,-0.08404430406129296,-0.09073036095128639,-0.10059664340682212,-0.11852245473391917,-0.12386520502330237,-0.13958985451314798,-0.16596809859214667,-0.20417911173883543
