IND,NE,MIN,KC,LAC,GB,NYJ,PIT,PHI,LA,SEA,CAR,LV,DEN,DAL,CIN,BUF,NYG,TEN,ATL,NO,HOU,CLE,JAX,BAL,TB,DET,ARI,SF,WAS,MIA,CHI
0.17531289639257097,0.1305386128289956,0.12313007975359144,0.12093324704453548,0.11611763862877528,0.07603516698548288,0.06598001797164811,0.051092580790332624,0.04476941367477755,0.02534732113925231,0.01769785154101186,0.012112048571488218,0.007900822594380947,0.002694149159706956,-0.005725779956042797,-0.007042555551300976,-0.013660901271125191,-0.02388149773091911,-0.029284896889110557,-0.03623902801376405,-0.03832925434261311,-0.05353483781541257,-0.05584872037964859,-0.06045525712505803,-0.06954466325325026,-0.07332266829200361,-0.07714442750141245,-0.09076482202043629,-0.09851919956558608,-0.11261650601535446,-0.13500451149115286,-0.22058982228825644
