NE,IND,PHI,LAC,NYJ,PIT,BUF,BAL,DEN,KC,CIN,MIN,ATL,GB,CAR,TB,JAX,HOU,NO,WAS,SEA,NYG,LA,CLE,ARI,MIA,DET,LV,TEN,DAL,CHI,SF
0.18551453500382759,0.14243362608027332,0.11609407544021923,0.0957590675361943,0.09362280914187066,0.08492909994330564,0.07918573663610394,0.06248770008231325,0.059532039402406464,0.0444219705803969,0.02669184703677952,0.008208820359982036,0.007686760654638192,-0.00028670124525739804,-0.003399923948759827,-0.014430243313624823,-0.019811906533896313,-0.02085729423968872,-0.02381967840567166,-0.025479811391371968,-0.02714832940925506,-0.032298182118298165,-0.04924222679568331,-0.05036347887885942,-0.05176215456523832,-0.05907822828666308,-0.0592727062783315,-0.0730051574652361,-0.07594058530596466,-0.09044196824622498,-0.10352160967256457,-0.14790551239582012
