WAS,BUF,NE,NYJ,CHI,BAL,ARI,NYG,DEN,MIA,TB,DET,JAX,LV,PIT,NO,PHI,IND,CIN,HOU,LAC,SF,ATL,CAR,GB,SEA,TEN,CLE,DAL,MIN,KC,LA
0.06560098455381602,0.050143349348662575,0.023546617131738223,0.02094706625932649,-0.007198202295066319,-0.02359542789710642,-0.02735031236780766,-0.031977812308105036,-0.03199355451371902,-0.04383287615937165,-0.04847613660705813,-0.05577024596031378,-0.05732314778900309,-0.058019030387604226,-0.061638440697013575,-0.06741486826145318,-0.07764433545463822,-0.07982158617996232,-0.08214214150107882,-0.08564642295553412,-0.08906250583376822,-0.09370712861995353,-0.10539466080435042,-0.11154849220741163,-0.12652266777565044,-0.13010015259884236,-0.13020002499452998,-0.1396141194638677,-0.14526246448604097,-0.15518530184994195,-0.15547750207427224,-0.15655898388088738
