BAL,CHI,PHI,MIA,BUF,ATL,TB,DEN,WAS,CIN,HOU,NE,JAX,PIT,CLE,ARI,NO,DET,NYJ,LAC,CAR,IND,TEN,SEA,NYG,KC,LA,SF,GB,DAL,MIN,LV
0.21762418997209027,0.17628795330345354,0.1466264619365346,0.12848379600588344,0.11893161924276496,0.11782453022414657,0.10775914420596527,0.10324683915270186,0.09985758351974601,0.09940843847586531,0.09431365427028124,0.09233398563156778,0.09110840380632285,0.08920170312591488,0.08773701596214978,0.07076912681980956,0.05657889643151749,0.0483210051884101,0.03296314200438035,0.02516061544044529,0.024371951496631704,-0.00011293582004029412,-0.001305391428889524,-0.0035059860226282283,-0.007216827703876355,-0.026311052469942503,-0.030508192402864023,-0.03820331721065798,-0.04867489031652193,-0.053871656286341746,-0.09174500953042751,-0.1113428713982425
