IND,NE,LAC,MIN,GB,KC,PIT,PHI,CAR,NYJ,BUF,DEN,SEA,LV,LA,CIN,DAL,NO,CLE,TB,TEN,HOU,NYG,JAX,SF,BAL,ARI,WAS,DET,MIA,ATL,CHI
0.19725672159179647,0.15869509074919114,0.1292063046809671,0.11343141195529888,0.08240301518030177,0.06391657590039226,0.04409550655366584,0.010900739189683428,0.0018052745919159147,-0.013477733020270291,-0.015512635391441841,-0.020035099378901633,-0.025500886859348523,-0.03471165958323299,-0.0437750619989142,-0.04709317301199983,-0.0493442048207076,-0.05362863095814249,-0.060938033003388334,-0.08006166564584387,-0.08593624939334821,-0.08875953754572648,-0.0963604120147629,-0.11343378844706262,-0.12954430426836036,-0.14905543583053033,-0.15800769123721892,-0.16079973880412374,-0.1714998365670103,-0.19032582397680156,-0.19379293256459496,-0.3141209118120074
