BAL,CHI,BUF,WAS,MIA,PHI,TB,DEN,NE,ATL,JAX,ARI,PIT,CIN,HOU,NYJ,DET,NO,CLE,NYG,CAR,LAC,IND,SEA,TEN,SF,LA,GB,KC,LV,DAL,MIN
0.1320323633355635,0.11706821261569186,0.09284663790722913,0.08713669462398249,0.07592628320448978,0.07132466176544168,0.058892424978378786,0.05683789024269951,0.054975922174832006,0.043925788668402244,0.04064335059116172,0.03900266745519797,0.03383651915297301,0.0337344025880805,0.032677543575723854,0.027642791170222548,0.017871721223080957,0.014509575936941452,0.0054852415007891715,-0.008416684387379051,-0.015511972520248045,-0.020358571092580977,-0.032879270312297634,-0.04484618095026692,-0.04665568841685411,-0.04938631283023405,-0.07458954793493562,-0.07632186823074028,-0.07651127646413858,-0.08090598005961705,-0.08471618829018218,-0.1149212593936094
