DAL,GB,CLE,NO,KC,JAX,NE,SF,LA,BAL,HOU,CHI,LAC,TEN,IND,PHI,CAR,PIT,BUF,ATL,SEA,TB,DEN,NYJ,LV,MIN,CIN,WAS,NYG,MIA,ARI,DET
0.22267166472149447,0.21289333003662153,0.14655607989554478,0.14474232266260056,0.14317294346333487,0.12304753518243822,0.11728376252107449,0.11564277515569636,0.10821190218088739,0.09817783013204402,0.09807570568850464,0.09621086953722692,0.09466866004249078,0.09372538775523018,0.09368024518382016,0.09098678366063914,0.08377213542239735,0.08096724355614388,0.07597918669106836,0.07493178613274605,0.06587389803635692,0.05339751890565306,0.04766224503621812,0.038930553241908736,0.03516853391010684,0.03308090058425703,0.03166310134858752,0.019909767536649914,0.010494281533299482,0.004307063841354625,-0.039390052839765516,-0.05076107959599435
