NE,PHI,NO,PIT,ATL,KC,LA,LAC,MIN,TB,SEA,CAR,DET,JAX,SF,LV,DAL,TEN,BAL,NYJ,WAS,GB,HOU,CIN,BUF,IND,MIA,ARI,CHI,NYG,DEN,CLE
0.2216227203232784,0.14412818773378605,0.14391832081300437,0.13102841005316718,0.12901394034686908,0.10258497417625378,0.09460674390099616,0.08667488440377955,0.06069269546630933,0.03312222098473752,0.032477727151904445,0.027582542207143408,0.0171696326188324,0.0133951450176942,0.010030977396816548,0.007800212685587663,-0.013422070221195403,-0.014818035656003418,-0.015329840241605244,-0.024092386008503136,-0.024563594748235787,-0.031032039753011706,-0.03931182999474029,-0.0482552686321886,-0.05784287655858427,-0.05815426362766292,-0.06240110398033634,-0.06960047818017423,-0.08969999476704772,-0.12656468883653374,-0.14593744665284739,-0.1477849410294486
