NE,NO,PHI,PIT,KC,ATL,LA,LAC,DAL,JAX,GB,MIN,SF,SEA,TB,CAR,BAL,TEN,LV,DET,HOU,NYJ,IND,WAS,BUF,CIN,CHI,MIA,ARI,CLE,DEN,NYG
0.18898523520313404,0.1420365110938952,0.12213350724246552,0.11810966331934376,0.117979542971778,0.10682838904168104,0.09861943579715116,0.0892287568886965,0.06847749147785473,0.04750618297635875,0.045605922114954,0.04518270790642356,0.044815732387380916,0.04439968991597707,0.043446244971115815,0.0421034719344456,0.022320076394965492,0.021610484919605807,0.019308971338713045,0.006539874273654225,0.006180169506813105,-0.0041463684294218844,-0.008956066886144906,-0.009040278712218283,-0.013737817332491312,-0.020433276361202526,-0.02788658934281041,-0.03738012488078145,-0.056848437574859495,-0.057183067780495755,-0.08201362358978384,-0.08212993396622809
