PHI,NE,JAX,NO,LA,ATL,LAC,PIT,MIN,CAR,BAL,DAL,KC,SEA,DET,TEN,TB,SF,BUF,ARI,GB,NYJ,WAS,CHI,LV,CIN,HOU,MIA,DEN,NYG,IND,CLE
0.15560188950430692,0.14350968612446807,0.10782547932972437,0.10638014425891924,0.09874522551339822,0.09362710693363564,0.08837383630162363,0.07008934366376825,0.06766970445573348,0.05236898703175495,0.04048989771170201,0.03763785386143395,0.03215331092717465,0.02932645053285845,0.01332769843865797,-0.020272514507655992,-0.02245618429417818,-0.027760960726520373,-0.03995600942480168,-0.042461679252293244,-0.04367607466069716,-0.045404513084181544,-0.046518466229005025,-0.04724737625369355,-0.05682005355490035,-0.06900043762002023,-0.07769879688830245,-0.08416979448358902,-0.08484764319518118,-0.09438276132514253,-0.12804670529146145,-0.14246857704931465
