JAX,LAC,BAL,PHI,LA,BUF,MIN,DET,CAR,WAS,ARI,ATL,NYG,DAL,NE,NO,SEA,CHI,PIT,CIN,DEN,MIA,NYJ,KC,TEN,TB,LV,SF,HOU,GB,CLE,IND
0.11583743830830158,0.07772595840269769,0.06650859870157041,0.06077198685136266,0.05819398876437971,0.04856123146477044,0.047332553615575555,0.044169193123661125,0.03345696476510781,0.029892218102631943,0.02834753963208531,0.023851602955013557,0.022792968993729845,0.01785373531529743,0.015775147191032367,0.012707900553229113,0.008889312297596992,0.006483311370373227,0.0009596426754299586,-0.006032019363218288,-0.032096988040016025,-0.03946659081284029,-0.045128831284835136,-0.05339104801812128,-0.0580540196987143,-0.05956815213274069,-0.07337015214945077,-0.09078678872763461,-0.09726658203051614,-0.11062465821637185,-0.12757016819856173,-0.14323681194754245
