KC,BUF,TB,GB,NE,DAL,LA,SF,LAC,IND,PHI,SEA,ARI,BAL,CIN,TEN,LV,MIN,DEN,WAS,CLE,NYJ,ATL,MIA,DET,PIT,NO,JAX,CHI,CAR,HOU,NYG
0.1465128427073591,0.10444298486571302,0.10097080080690625,0.08999765323389866,0.0755823249127508,0.05843422923462559,0.05178502678072391,0.050475599300671484,0.05003671669018878,0.04909159244369139,0.04811361689285858,0.045933308888365255,0.04184849285474283,0.028981178124182178,0.027830741533362804,0.018183822576131367,0.014834462347825476,0.012285228933161054,0.003641938018324088,-0.007025168285537384,-0.011390841756482849,-0.03214766314880811,-0.03550756803244631,-0.03954356681206864,-0.04398508106739603,-0.05534888320393112,-0.060182133715055056,-0.06671564697753121,-0.0729945180210363,-0.08659885666343803,-0.09405222856229274,-0.1014397347516534
