DAL,NE,BUF,NO,LA,CIN,PIT,TEN,ARI,MIN,DEN,CAR,GB,CLE,IND,NYG,CHI,TB,SEA,KC,MIA,LAC,SF,PHI,BAL,HOU,LV,WAS,DET,ATL,JAX,NYJ
0.10909018299850438,0.10212688733165895,0.09494852083415296,0.08669251946041531,0.0829826056694057,0.07150793163771492,0.06857948277081229,0.04363563772098429,0.04017266721390288,0.03922819558360915,0.03793781658849575,0.027683238314897825,0.02712112857076237,0.026915453655505836,0.021114980062948055,0.02041916009427465,0.011132431452576539,0.007485879272314075,0.0057866583334918245,0.004061883497202771,-0.006157859674874755,-0.007792534556114075,-0.008961544695842278,-0.0367295118509241,-0.05227477604860187,-0.055940788328514575,-0.07814237571452728,-0.0803079611501136,-0.08468305463490418,-0.09531945846587672,-0.11576457314538657,-0.14559759964487243
