KC,LA,TB,GB,BUF,NE,DAL,SF,LAC,CIN,MIN,ARI,LV,DEN,SEA,BAL,TEN,PHI,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.16318350979416618,0.12932334549650687,0.09721440216407537,0.08659707573849888,0.07494928238607135,0.07151663550186517,0.06959207913458418,0.05995007306376647,0.05918152333404629,0.04349266496592803,0.031945323277736894,0.029969106616229278,0.021243113614536187,0.020086228180405286,0.013846533559717005,0.012259136107133823,-0.003918788516634968,-0.006718733114781833,-0.009393089824337765,-0.02445840044044686,-0.0343431446223228,-0.03552630911500337,-0.050201430537414576,-0.06982329375148433,-0.07620616929167318,-0.08089425918871225,-0.08427196188557842,-0.09975589496795675,-0.10495878749974391,-0.1177530665372823,-0.1450249086138928,-0.1525763386974313
