BUF,IND,PHI,CLE,SEA,KC,GB,TB,NE,ARI,BAL,TEN,NYJ,CAR,WAS,SF,DAL,LAC,JAX,CHI,PIT,CIN,NYG,LV,NO,DEN,MIN,DET,MIA,ATL,HOU,LA
0.16695563853726697,0.1628272817299962,0.15075664813580497,0.11601035432231903,0.11147936734166326,0.10604837274211484,0.10036184943698023,0.09067316389624709,0.08729418398172671,0.06790116977660186,0.06439496383038085,0.06431836553458364,0.05601058932509621,0.054673978217837156,0.04976540841353743,0.04718173336719741,0.032309359646592796,0.023283159798680023,0.01782046387751931,0.017660216377582826,0.01344966555886682,-0.0054580451318582135,-0.006322432412504728,-0.012336814194206916,-0.014386727851411318,-0.020772710130360507,-0.030494622561886148,-0.03169824532790895,-0.05128746812727092,-0.06763944907263948,-0.08412346393607631,-0.10804346786609266
