PHI,TB,LV,ATL,NO,KC,PIT,NYJ,DEN,MIA,GB,NE,NYG,CLE,TEN,IND,LAC,SEA,SF,BUF,CAR,BAL,LA,WAS,MIN,CHI,HOU,DAL,ARI,DET,CIN,JAX
0.1857391704267495,0.18180851093253356,0.12116445487170313,0.10354514587675717,0.07795031621235836,0.07514886351204761,0.06850483456123166,0.0659100227186317,0.06134447552596284,0.061284099541825676,0.045106131844726186,0.04492883756978965,0.03533973335937031,0.032056943180034984,0.02147137920879467,0.018246960169133367,-0.006045404927913327,-0.007016513587863343,-0.007971096873112482,-0.010046242229907961,-0.027067647909476633,-0.03996569546205801,-0.04186566384164281,-0.047731249253092765,-0.057146511916605254,-0.06128912004378631,-0.10118682171899919,-0.11407327137018336,-0.11452532847715502,-0.11525957072043791,-0.1602010894122663,-0.23042201334513535
