MIN,KC,LV,SF,DEN,LAC,ATL,CIN,MIA,NYJ,WAS,TEN,SEA,CLE,BAL,PIT,GB,PHI,NO,NE,IND,ARI,TB,DET,DAL,BUF,NYG,CHI,CAR,LA,HOU,JAX
0.2952553919379567,0.23651304678758317,0.19826457248149632,0.16837396048767925,0.15447515417491547,0.14483851346907517,0.14191546741577915,0.1387606460964971,0.12729590311625527,0.09584072412370245,0.09312215785824769,0.08914922243522536,0.0835506910889087,0.07765771865323215,0.07706778926971684,0.0737496168977663,0.07177672415151934,0.06440893761215143,0.06434939857361209,0.05557001245814177,0.04877350910087554,0.04537719152945004,0.0416322222392404,0.010987184583015355,0.0034467036972112564,-0.001250304266422364,-0.022922570084371097,-0.026497263224131734,-0.06644015253831248,-0.07058707791022255,-0.10311721071832436,-0.17131631576597234
