NYJ,NYG,KC,PIT,MIA,ATL,TEN,LV,SEA,CLE,IND,BUF,NE,NO,TB,PHI,GB,SF,LAC,DEN,CHI,MIN,ARI,BAL,WAS,LA,DET,CIN,CAR,JAX,HOU,DAL
0.11821032397934551,0.09612786947991073,0.09085749239693319,0.04701680517312881,0.045284929395152565,0.044603868249037545,0.043392311426451516,0.0337121785503864,0.03173735489049698,0.027615414677663278,0.022637999557804184,0.02229627113857295,0.012940196961215525,0.011336531152404447,-0.0015420023051169116,-0.018473715526432455,-0.021934082450203646,-0.02378844981538135,-0.025753344629230148,-0.03004460534656582,-0.051434253874980566,-0.05614314698352251,-0.08508903313709541,-0.08895995153528832,-0.09126651852527531,-0.09538185185021063,-0.10476028414416852,-0.10499074179111018,-0.10720679575320063,-0.14856649429175076,-0.17545006106687347,-0.20691114232685326
