PHI,LV,PIT,NO,CAR,CHI,TB,DEN,DAL,MIA,MIN,LA,SF,TEN,DET,HOU,ATL,BAL,ARI,NYG,WAS,NYJ,BUF,SEA,CLE,GB,CIN,IND,LAC,JAX,KC,NE
0.17152956773247705,0.01545227581054355,7.737657573270162e-05,-0.004770664879864786,-0.00957636937964955,-0.024333003094545502,-0.031094436738803674,-0.03157179655350066,-0.03460894533366504,-0.03990648898990992,-0.04086017051955927,-0.045566378170809684,-0.04769864011187464,-0.04828900422624377,-0.05999908168830728,-0.062140230595069706,-0.06348001766112243,-0.06612344861638007,-0.07894758535666611,-0.080017427502183,-0.08127276980883019,-0.08352333478250222,-0.08827865741891494,-0.09645135329307844,-0.11441822051493042,-0.12629755595450187,-0.12740622384336964,-0.13820732456566867,-0.14076554754615767,-0.15746232650817604,-0.16345209639635686,-0.18636096559470883
