PHI,NYG,CLE,CHI,BAL,KC,ATL,BUF,PIT,CAR,GB,SEA,CIN,DAL,LV,LAC,ARI,LA,JAX,MIA,SF,NYJ,NE,TEN,WAS,DEN,NO,DET,MIN,IND,HOU,TB
0.14855223710197404,0.13847178914274147,0.12797794138280663,0.12364890585194196,0.1030530548992317,0.10041139038340931,0.08789483599228314,0.08255154311188684,0.0744964505317112,0.07182014998154661,0.06414961157157154,0.05377446574954597,0.05064011075956668,0.05003680435345023,0.04311688111640207,0.042767621286891606,0.03515402505224698,0.03154474545116963,0.029791272806964534,0.011708497734170237,0.001160196109367892,-0.0008818618963052846,-0.0032065755475990942,-0.01868800835733525,-0.02014423723731852,-0.023048899623307348,-0.04755838118527432,-0.05583136738676747,-0.0785687066342115,-0.0950836953291419,-0.1139004247246575,-0.13235276795406326
