SF,PHI,BUF,KC,CIN,DAL,BAL,JAX,MIA,NE,DET,GB,SEA,WAS,NYG,CLE,NYJ,NO,LV,LAC,PIT,CAR,TB,MIN,ATL,TEN,DEN,LA,ARI,CHI,HOU,IND
0.1385245815203311,0.13231741179222695,0.121850791849586,0.12072065971566291,0.11953962962328644,0.09805631082745725,0.04637037495693598,0.03829990167028827,0.026450799396760438,0.025445196105178043,0.009353705132370403,-0.0015872617867575614,-0.002491613923025243,-0.0025398194843340924,-0.0048932672221746465,-0.005482028463383047,-0.010466682461899107,-0.010519647532961855,-0.011138594214391236,-0.01634648554909391,-0.019162965056476966,-0.02893720000123017,-0.035671727781314805,-0.039095063830374976,-0.03979513837175948,-0.041469086194108495,-0.05960405409298532,-0.06863664543586365,-0.08010019879798215,-0.09311770143760194,-0.10739906154382226,-0.10947806774469075
