NE,SF,NYJ,DAL,PHI,CIN,WAS,BUF,NO,BAL,IND,HOU,DEN,TEN,TB,CAR,GB,JAX,LAC,MIA,LA,ARI,PIT,LV,KC,CLE,SEA,MIN,DET,ATL,NYG,CHI
0.06697482180590617,0.06011596785702245,0.0535730812341238,0.04118434168130447,0.040292384916027046,0.038797329137508274,0.02511969252771342,0.021016920889021233,0.016484786357125865,0.01051688944962281,0.001274869904326334,-0.003014636049497515,-0.0037256561070416853,-0.015355876056049145,-0.015924033609869055,-0.01613661399739827,-0.017378280263443353,-0.023741083237767677,-0.02552813553696827,-0.027226777004403045,-0.027875652236525675,-0.030486926751175397,-0.03789291037553766,-0.03797893676849709,-0.04080109247513718,-0.04305725011304927,-0.0492447076211423,-0.05029584014941188,-0.05748710107051375,-0.06656601804081842,-0.07265293616819886,-0.0811389049230551
