KC,DET,SF,BUF,CIN,JAX,MIA,DAL,PHI,MIN,SEA,NYG,LV,TB,BAL,GB,LAC,ATL,PIT,CLE,NO,TEN,WAS,NE,CAR,DEN,LA,ARI,NYJ,HOU,CHI,IND
0.1901048306853158,0.13504118528080422,0.13287402097980933,0.11353440663311665,0.09537437365791708,0.08291501737266227,0.07509807400915146,0.06767503289614346,0.06321437105829313,0.04724573957692918,0.04496962854339773,0.030950693946458517,0.022410478692212642,0.016247048868398326,0.00045315206043755607,-0.005014436156293014,-0.005556622692909416,-0.005705465423094112,-0.006123124667509309,-0.008386191560441066,-0.010797420384044683,-0.02449235262048151,-0.02754491611057767,-0.05628898343806573,-0.05679008071047273,-0.06748846334538135,-0.07181823393672121,-0.0844903935226773,-0.0892544205811146,-0.09820890464828956,-0.11186441245359968,-0.11412160744482422
