NYJ,PHI,NE,SF,DAL,CIN,GB,LAC,NO,HOU,BUF,WAS,CLE,BAL,DEN,IND,CAR,ARI,LA,KC,TB,DET,MIA,JAX,NYG,TEN,LV,SEA,MIN,PIT,ATL,CHI
0.09434970379974288,0.08514537781791981,0.07603006381566799,0.07226140851834341,0.04816144341527566,0.04597934453732335,0.03381404970338974,0.03291287508120964,0.029262286982852097,0.021516588160108638,0.012798935292122681,0.0032278229920045132,0.0022223497293053854,-0.004786199057516715,-0.008600109702450707,-0.01005999299818871,-0.014061766635613595,-0.020150347771684902,-0.028280661519520897,-0.03301010152247723,-0.03412459207823165,-0.035303075112488286,-0.03541523491768192,-0.03567384152317167,-0.03685147261329716,-0.03987738195611239,-0.04821472443676051,-0.04944485634698876,-0.062336592524576864,-0.07420181348628768,-0.08211834441377365,-0.08736909971184412
