BAL,IND,DET,SEA,JAX,WAS,ARI,BUF,CAR,GB,KC,LA,PHI,DAL,LAC,PIT,DEN,ATL,TB,SF,CIN,NYJ,NO,MIA,TEN,HOU,NE,LV,NYG,CHI,MIN,CLE
0.15612727921241937,0.13866553306712526,0.1215724074797932,0.05946806361420974,0.05613263886039433,0.05498803108213697,0.049213489452308516,0.040305033868569984,0.03722084272730562,0.033252813220156795,0.025812260963469197,0.024911925077736062,0.01884163629021751,0.017676704701054008,0.0109322126187319,0.0034708030254679226,-0.005956541027348362,-0.012366460543545232,-0.016269513721988885,-0.03011389229008897,-0.047555395855343505,-0.05180685939782267,-0.055183887533924045,-0.05758925981173646,-0.07511381047436812,-0.0752211146434389,-0.09045910547564087,-0.0923031633599479,-0.09320382054958402,-0.09645836619600529,-0.12074005672547004,-0.14509485758924623
